-0.068905, -0.145744, -0.068905
0.134666, -0.169593, 0.134666
-0.073308, -0.126185, -0.073308
0.130263, -0.150034, 0.130263
-0.077712, -0.106626, -0.077712
0.125859, -0.130475, 0.125859
-0.082115, -0.087067, -0.082115
0.121456, -0.110916, 0.121456
-0.086519, -0.067508, -0.086519
0.117052, -0.091357, 0.117052
-0.090922, -0.047949, -0.090922
0.112649, -0.071798, 0.112649
-0.095326, -0.028390, -0.095326
0.108245, -0.052239, 0.108245
-0.099729, -0.008831, -0.099729
0.103842, -0.032680, 0.103842
-0.104133, 0.010728, -0.104133
0.099438, -0.013121, 0.099438
-0.108536, 0.030287, -0.108536
0.095035, 0.006438, 0.095035
-0.112940, 0.049846, -0.112940
0.090631, 0.025997, 0.090631
-0.117343, 0.069404, -0.117343
0.086228, 0.045556, 0.086228
-0.121747, 0.088964, -0.121747
0.081824, 0.065115, 0.081824
-0.151723, 0.102553, -0.151723
0.102994, 0.090643, 0.102994
-0.160404, 0.126596, -0.160404
0.127239, 0.114540, 0.127239
-0.182107, 0.139992, -0.182107
0.128601, 0.154355, 0.128601
-0.168506, 0.153736, -0.168506
0.135950, 0.165765, 0.135950
-0.210208, 0.009783, -0.210208
0.068777, 0.023414, 0.068777
-0.200555, -0.021843, -0.200555
0.078430, -0.008212, 0.078430
-0.171287, -0.063586, -0.171287
0.068468, -0.029720, 0.068468
-0.154664, -0.083616, -0.154664
0.083042, -0.046032, 0.083042
-0.136563, -0.083087, -0.136563
0.115196, -0.061642, 0.115196
-0.098252, -0.060122, -0.098252
0.152020, -0.075215, 0.152020
-0.053526, -0.021360, -0.053526
0.201868, -0.100398, 0.201868
-0.022522, -0.003496, -0.022522
0.239741, -0.111374, 0.239741
-0.005131, -0.001097, -0.005131
0.261584, -0.106952, 0.261584
-0.001150, -0.010165, -0.001150
0.233918, -0.082682, 0.233918
-0.010469, -0.013165, -0.010469
0.188621, -0.039433, 0.188621
-0.062489, -0.012980, -0.062489
0.118473, -0.003165, 0.118473
-0.170164, 0.007709, -0.170164
0.105486, 0.069096, 0.105486
-0.223045, 0.008856, -0.223045
0.080643, 0.094178, 0.080643
-0.268412, 0.045856, -0.268412
0.075500, 0.145023, 0.075500
-0.269253, 0.119464, -0.269253
0.093284, 0.185516, 0.093284
-0.248559, 0.140014, -0.248559
0.141202, 0.190432, 0.141202
-0.442133, 0.019566, -0.442133
-0.215028, 0.070113, -0.215028
-0.383349, -0.007286, -0.383349
-0.156244, 0.043261, -0.156244
-0.324565, -0.034138, -0.324565
-0.097460, 0.016409, -0.097460
-0.265781, -0.060990, -0.265781
-0.038676, -0.010442, -0.038676
-0.206997, -0.087841, -0.206997
0.020108, -0.037294, 0.020108
-0.139448, -0.097133, -0.139448
0.070126, -0.081706, 0.070126
-0.080579, -0.092369, -0.080579
0.141636, -0.108260, 0.141636
-0.014076, -0.089987, -0.014076
0.199046, -0.123320, 0.199046
0.020159, -0.074084, 0.020159
0.252086, -0.120344, 0.252086
0.036277, -0.055755, 0.036277
0.290290, -0.115272, 0.290290
0.073305, -0.056378, 0.073305
0.281681, -0.099407, 0.281681
0.072482, -0.009272, 0.072482
0.279508, -0.043420, 0.279508
0.009461, 0.015948, 0.009461
0.276787, 0.005283, 0.276787
-0.058455, 0.049986, -0.058455
0.274832, 0.066788, 0.274832
-0.137129, 0.094217, -0.137129
0.244299, 0.129965, 0.244299
-0.170950, 0.165420, -0.170950
0.212618, 0.207030, 0.212618
-0.203700, 0.239553, -0.203700
0.179868, 0.281164, 0.179868
-0.097804, 0.061871, -0.097804
0.173903, 0.082203, 0.173903
-0.099920, 0.020871, -0.099920
0.171787, 0.041203, 0.171787
-0.102036, -0.020129, -0.102036
0.169671, 0.000203, 0.169671
-0.104152, -0.061128, -0.104152
0.167556, -0.040796, 0.167556
-0.104147, -0.098207, -0.104147
0.163319, -0.085717, 0.163319
-0.099992, -0.130835, -0.099992
0.157952, -0.115617, 0.157952
-0.097585, -0.144442, -0.097585
0.152167, -0.125788, 0.152167
-0.100100, -0.146200, -0.100100
0.144710, -0.121556, 0.144710
-0.116886, -0.132280, -0.116886
0.136085, -0.115008, 0.136085
-0.112647, -0.108869, -0.112647
0.121548, -0.090830, 0.121548
-0.117309, -0.054597, -0.117309
0.105983, -0.046393, 0.105983
-0.108108, -0.002601, -0.108108
0.076890, 0.006677, 0.076890
-0.174932, 0.063486, -0.174932
0.127660, 0.068412, 0.127660
-0.204896, 0.104360, -0.204896
0.133171, 0.104386, 0.133171
-0.217122, 0.142784, -0.217122
0.120944, 0.142810, 0.120944
-0.229349, 0.181208, -0.229349
0.108718, 0.181234, 0.108718
-0.241576, 0.219632, -0.241576
0.096491, 0.219658, 0.096491
-0.124952, 0.126397, -0.124952
0.177202, 0.119057, 0.177202
-0.114670, 0.054436, -0.114670
0.151361, 0.055493, 0.151361
-0.106335, -0.001560, -0.106335
0.136964, -0.013794, 0.136964
-0.094102, -0.032527, -0.094102
0.137286, -0.045248, 0.137286
-0.097076, -0.048030, -0.097076
0.147577, -0.067543, 0.147577
-0.098439, -0.054880, -0.098439
0.156919, -0.083299, 0.156919
-0.109740, -0.063730, -0.109740
0.155307, -0.089007, 0.155307
-0.118873, -0.061311, -0.118873
0.135385, -0.083648, 0.135385
-0.122908, -0.063856, -0.122908
0.119925, -0.080546, 0.119925
-0.117930, -0.055591, -0.117930
0.108994, -0.069589, 0.108994
-0.113800, -0.038126, -0.113800
0.085390, -0.059113, 0.085390
-0.093240, -0.018716, -0.093240
0.073616, -0.036050, 0.073616
-0.165830, 0.026155, -0.165830
0.130737, -0.010956, 0.130737
-0.194396, 0.055654, -0.194396
0.151949, 0.005008, 0.151949
-0.213757, 0.102866, -0.213757
0.146782, 0.069018, 0.146782
-0.210893, 0.144018, -0.210893
0.148871, 0.106063, 0.148871
-0.211193, 0.128849, -0.211193
0.143865, 0.084100, 0.143865
-0.127698, -0.025302, -0.127698
0.110516, -0.012014, 0.110516
-0.118105, -0.034447, -0.118105
0.120110, -0.021160, 0.120110
-0.108511, -0.043593, -0.108511
0.129703, -0.030305, 0.129703
-0.098918, -0.052738, -0.098918
0.139297, -0.039451, 0.139297
-0.089324, -0.061884, -0.089324
0.148890, -0.048596, 0.148890
-0.087397, -0.067169, -0.087397
0.166150, -0.061602, 0.166150
-0.079232, -0.069332, -0.079232
0.177769, -0.071915, 0.177769
-0.073294, -0.058157, -0.073294
0.175431, -0.071838, 0.175431
-0.080260, -0.049875, -0.080260
0.156442, -0.059612, 0.156442
-0.088105, -0.046136, -0.088105
0.133427, -0.034514, 0.133427
-0.107760, -0.031583, -0.107760
0.093801, -0.002227, 0.093801
-0.131835, -0.011235, -0.131835
0.038576, 0.028779, 0.038576
-0.198193, -0.005883, -0.198193
0.062668, 0.082360, 0.062668
-0.216944, 0.011973, -0.216944
0.073185, 0.110107, 0.073185
-0.223933, 0.060036, -0.223933
0.088539, 0.138821, 0.088539
-0.156758, 0.111012, -0.156758
0.116629, 0.148105, 0.116629
-0.109126, 0.141142, -0.109126
0.164261, 0.178234, 0.164261
-0.278204, -0.114524, -0.278204
-0.037104, -0.080955, -0.037104
-0.241158, -0.118021, -0.241158
-0.000057, -0.084452, -0.000057
-0.204111, -0.121518, -0.204111
0.036990, -0.087949, 0.036990
-0.167064, -0.125015, -0.167064
0.074037, -0.091446, 0.074037
-0.141212, -0.110946, -0.141212
0.122279, -0.112509, 0.122279
-0.101150, -0.078117, -0.101150
0.163496, -0.125015, 0.163496
-0.071305, -0.037471, -0.071305
0.195831, -0.118762, 0.195831
-0.051983, -0.001575, -0.051983
0.224734, -0.092189, 0.224734
-0.045243, 0.023543, -0.045243
0.230260, -0.048415, 0.230260
-0.040824, 0.036058, -0.040824
0.222089, -0.041136, 0.222089
-0.045061, 0.028187, -0.045061
0.182495, -0.006206, 0.182495
-0.069529, 0.046947, -0.069529
0.151012, 0.025084, 0.151012
